playerid;playerfullname;playerusename;positionabbrev;position;primarypositionabbrev
114944;Wilbur Good;Wilbur;RF;Outfielder;RF
118079;Robert Machado;Robert;C;Catcher;C
118984;Lennie Merullo;Lennie;SS;Shortstop;SS
115445;Ollie Hanson;Ollie;P;Pitcher;P
643565;Mike Tauchman;Mike;RF;Outfielder;RF
502239;Trevor Cahill;Trevor;P;Pitcher;P
124050;Butch Weis;Butch;OF;Outfield;OF
123061;Steve Swisher;Steve;C;Catcher;C
114288;Dee Fondy;Dee;1B;First Base;1B
114726;Doc Gessler;Doc;CF;Outfielder;RF
641561;Johneshwy Fargas;Johneshwy;NULL;NULL;CF
116191;Tyler Houston;Tyler;C;Catcher;3B
573185;Dan Straily;Dan;P;Pitcher;P
120025;Jack O'Neill;Jack;C;Catcher;C
538227;Hisanori Takahashi;Hisanori;P;Pitcher;P
124761;Bob Zick;Bob;P;Pitcher;P
111937;Ron Campbell;Ron;2B;Second Base;2B
122643;Tuck Stainback;Tuck;RF;Outfielder;OF
113645;Shawon Dunston;Shawon;SS;Shortstop;SS
113332;Mike Diaz;Mike;C;Catcher;1B
110129;Manny Aleander;Manny;NULL;NULL;SS
120663;Elmer Ponder;Elmer;P;Pitcher;P
120218;Mark Parent;Mark;C;Catcher;C
116087;Charlie Hollocher;Charlie;SS;Shortstop;SS
117158;Johnny Kling;Johnny;C;Catcher;C
117863;Kenny Lofton;Kenny;CF;Outfielder;CF
122024;Tommy Sewell;Tommy;PH;Pinch Hitter;PH
119741;Joel Newkirk;Joel;P;Pitcher;P
123305;Scot Thompson;Scot;RF;Outfielder;RF
120502;Art Phelan;Art;3B;Third Base;3B
150273;Calvin Murray;Calvin;CF;Outfielder;CF
118228;Hal Manders;Hal;P;Pitcher;P
448802;Jaime Garcia;Jaime;P;Pitcher;P
113390;Alec Distaso;Alec;P;Pitcher;P
112083;Hugh Casey;Hugh;P;Pitcher;P
119028;Ralph Michaels;Ralph;SS;Shortstop;3B
676369;Nelson VelĂˇzquez;Nelson;CF;Outfielder;RF
500721;Yoervis Medina;Yoervis;P;Pitcher;P
119514;Bob Muncrief;Bob;P;Pitcher;P
121165;Lance Richbourg;Lance;RF;Outfielder;RF
119832;Wayne Nordhagen;Wayne;NULL;NULL;RF
115283;Stan Hack;Stan;3B;Third Base;3B
115162;Burleigh Grimes;Burleigh;P;Pitcher;P
116743;Claude Jonnard;Claude;P;Pitcher;P
114844;Doug Glanville;Doug;NULL;NULL;CF
121831;Freddy Schmidt;Freddy;P;Pitcher;P
592178;Kris Bryant;Kris;3B;Third Base;RF
123353;Joe Tinker;Joe;SS;Shortstop;SS
123101;Bennie Tate;Bennie;C;Catcher;C
114767;Norm Gigon;Norm;NULL;NULL;2B
114935;Luis Gonzalez;Luis;LF;Outfielder;LF
571466;Tucker Barnhart;Tucker;C;Catcher;C
457435;Phil Coke;Phil;P;Pitcher;P
116795;Billy Jurges;Billy;SS;Shortstop;SS
115825;Jose Hernandez;JosĂ©;3B;Third Base;SS
117677;Bob Lennon;Bob;NULL;NULL;RF
116951;Joe Kelly;Joe;LF;Outfielder;LF
117853;Bob Locker;Bob;P;Pitcher;P
116333;Herb Hunter;Herb;2B;Second Base;3B
120297;Bob Patterson;Bob;P;Pitcher;P
595465;Dan Winkler;Dan;P;Pitcher;P
121517;Luther Roy;Luther;P;Pitcher;P
123950;Rabbit Warstler;Rabbit;SS;Shortstop;SS
114511;Phil Gagliano;Phil;2B;Second Base;2B
134268;Kerry Wood;Kerry;P;Pitcher;P
115266;Jose Guzman;Jose;P;Pitcher;P
122655;Pete Standridge;Pete;P;Pitcher;P
117044;Brooks Kieschnick;Brooks;LF;Outfielder;P
430957;Brad Snyder;Brad;NULL;NULL;1B
120756;Tot Pressnell;Tot;P;Pitcher;P
113658;Leon Durham;Leon;RF;Outfielder;1B
640449;Clint Frazier;Clint;NULL;NULL;RF
112386;Doug Clemens;Doug;RF;Outfielder;RF
111935;Mike Campbell;Mike;P;Pitcher;P
114944;Wilbur Good;Wilbur;LF;Outfielder;RF
132640;Kennie Steenstra;Kennie;P;Pitcher;P
117111;Jim Kirby;Jim;PH;Pinch Hitter;PH
118483;Ed Mayer;Ed;P;Pitcher;P
124330;Otto Williams;Otto;SS;Shortstop;SS
112113;Frank Castillo;Frank;P;Pitcher;P
123412;Hector Torres;Hector;SS;Shortstop;SS
118785;Jim McKnight;Jim;NULL;NULL;3B
120741;Johnny Pramesa;Johnny;C;Catcher;C
117418;Steve Lake;Steve;C;Catcher;C
114961;Tom Goodwin;Tom;NULL;NULL;CF
621458;Edwin RĂ­os;Edwin;DH;Designated Hitter;1B
123795;Eddie Waitkus;Eddie;1B;First Base;1B
572750;Eddie Butler;Eddie;P;Pitcher;P
114020;Doc Farrell;Doc;SS;Shortstop;SS
116156;Rogers Hornsby;Rogers;2B;Second Base;2B
120037;Steve Ontiveros;Steve;3B;Third Base;3B
117074;Chick King;Chick;CF;Outfielder;CF
112465;Dave Cole;Dave;P;Pitcher;P
460131;Brian Bogusevic;Brian;LF;Outfielder;RF
279913;Corey Patterson;Corey;CF;Outfielder;CF
150032;Roosevelt Brown;Roosevelt;NULL;NULL;LF
114075;Frank Ferdez;Frank;C;Catcher;C
122643;Tuck Stainback;Tuck;LF;Outfielder;OF
120584;Horacio Pina;Horacio;P;Pitcher;P
112592;Chuck Connors;Chuck;1B;First Base;1B
123394;Fred Toney;Fred;P;Pitcher;P
117764;Gene Lillard;Gene;P;Pitcher;P
627500;Jen-Ho Tseng;Jen-Ho;P;Pitcher;P
525768;Tim Collins;Tim;P;Pitcher;P
122260;Duke Simpson;Duke;P;Pitcher;P
113022;Tom Daly;Tom;C;Catcher;C
123815;Chico Walker;Chico;3B;Third Base;OF
425900;Dioner Navarro;Dioner;C;Catcher;C
111428;William Bren;William;P;Pitcher;P
112724;Henry Cotto;Henry;LF;Outfielder;CF
119355;Keith Moreland;Keith;LF;Outfielder;RF
117393;Ralph LaCock;Ralph;1B;First Base;1B
113291;Delino DeShields;Delino;2B;Second Base;2B
113754;Hank Edwards;Hank;RF;Outfielder;RF
115247;Dave Gumpert;Dave;P;Pitcher;P
116832;John Kane;John;CF;Outfielder;CF
110253;Bob Anderson;Bob;P;Pitcher;P
120313;Dave Pavlas;Dave;P;Pitcher;P
111981;Jose Cardenal;Jose;RF;Outfielder;CF
113582;Monk Dubiel;Monk;P;Pitcher;P
114254;Jesse Flores;Jesse;P;Pitcher;P
114525;Augie Galan;Augie;LF;Outfielder;LF
113751;Bruce Edwards;Bruce;C;Catcher;C
123677;Hippo Vaughn;Hippo;P;Pitcher;P
115647;Bill Hayes;Bill;C;Catcher;C
124025;Mitch Webster;Mitch;CF;Outfielder;CF
110121;Vic Aldridge;Vic;P;Pitcher;P
133225;Ryan Dempster;Ryan;P;Pitcher;P
124238;Charlie Wiedemeyer;Charlie;P;Pitcher;P
116279;Jim Hughes;Jim;P;Pitcher;P
116426;Darrin Jackson;Darrin;NULL;NULL;CF
472528;Luis Valbuena;Luis;3B;Third Base;3B
111701;Lew Burdette;Lew;P;Pitcher;P
444844;Jake Fo;Jake;RF;Outfielder;LF
124636;Marvell Wynne;Marvell;NULL;NULL;CF
123089;Chuck Tanner;Chuck;NULL;NULL;LF
120624;Dan Plesac;Dan;P;Pitcher;P
110130;Matt Aleander;Matt;3B;Third Base;CF
120119;Billy Ott;Billy;RF;Outfielder;RF
124009;Orlie Weaver;Orlie;P;Pitcher;P
120671;Paul Popovich;Paul;2B;Second Base;2B
118388;Randy Martz;Randy;P;Pitcher;P
429901;Sergio Mitre;Sergio;P;Pitcher;P
123868;Tye Waller;Tye;3B;Third Base;3B
124253;Milt Wilco;Milt;P;Pitcher;P
124266;Curtis Wilkerson;Curtis;NULL;NULL;SS
669713;Hayden Wesneski;Hayden;P;Pitcher;P
114634;Cecil Garriott;Cecil;PH;Pinch Hitter;PH
114223;John Flavin;John;P;Pitcher;P
119376;Bobby Morgan;Bobby;NULL;NULL;2B
118237;Garth Mann;Garth;PR;Pinch Runner;PR
285068;Cody Ransom;Cody;3B;Third Base;SS
118129;Sal Madrid;Sal;SS;Shortstop;SS
672744;Aleander Canario;Aleander;LF;Outfielder;LF
113855;Woody English;Woody;SS;Shortstop;SS
120134;Dave Owen;Dave;SS;Shortstop;SS
110533;Ernie Banks;Ernie;SS;Shortstop;1B
118297;Gonzalo Marquez;Gonzalo;NULL;NULL;1B
117902;Bill Long;Bill;P;Pitcher;P
116673;Clarence Jones;Clarence;RF;Outfielder;RF
489295;Brian Schlitter;Brian;P;Pitcher;P
110041;Jimmy Adair;Jimmy;SS;Shortstop;SS
113160;Charlie Deal;Charlie;3B;Third Base;3B
122338;Roy Smalley;Roy;SS;Shortstop;SS
425861;Shawn Camp;Shawn;P;Pitcher;P
114005;Carmen Fanzone;Carmen;LF;Outfielder;3B
113118;Jody Davis;Jody;C;Catcher;C
119333;Jerry Morales;Jerry;LF;Outfielder;RF
113511;Dave Dowling;Dave;P;Pitcher;P
119774;Bill Nicholson;Bill;RF;Outfielder;RF
445926;Jesse Chavez;Jesse;P;Pitcher;P
114032;Jeff Fassero;Jeff;P;Pitcher;P
121129;Karl Rhodes;Karl;CF;Outfielder;CF
111464;Buttons Briggs;Buttons;P;Pitcher;P
123432;Jim Tracy;Jim;NULL;NULL;LF
119306;Johnny Moore;Johnny;CF;Outfielder;RF
111245;Hank Borowy;Hank;P;Pitcher;P
111533;Brant Brown;Brant;LF;Outfielder;LF
112230;Larry Cheney;Larry;P;Pitcher;P
113696;Arnold Earley;Arnold;P;Pitcher;P
120487;Jesse Petty;Jesse;P;Pitcher;P
121342;Andre Rodgers;Andre;1B;First Base;SS
113012;Dom Dallessandro;Dom;LF;Outfielder;LF
119986;Gene Oliver;Gene;NULL;NULL;C
116974;Jason Kendall;Jason;C;Catcher;C
121975;Herman Segelke;Herman;P;Pitcher;P
118576;Lloyd McClendon;Lloyd;LF;Outfielder;LF
110100;Jack Aker;Jack;P;Pitcher;P
111416;Hal Breeden;Hal;NULL;NULL;1B
123538;Earl Tyree;Earl;C;Catcher;C
111506;Herman Bronkie;Herman;3B;Third Base;3B
676051;Codi Heuer;Codi;P;Pitcher;P
118418;Nelson Mathews;Nelson;RF;Outfielder;CF
110702;Frank Baumann;Frank;P;Pitcher;P
124468;Kettle Wirts;Kettle;C;Catcher;C
119862;Rube Novotney;Rube;C;Catcher;C
607352;Joe Biagini;Joe;P;Pitcher;P
120816;John Pyecha;John;P;Pitcher;P
124435;Willie Wilson;Willie;CF;Outfielder;OF
110021;Ted Abernathy;Ted;P;Pitcher;P
115949;Frank Hiller;Frank;P;Pitcher;P
122269;Elmer Singleton;Elmer;P;Pitcher;P
518748;Justin Grimm;Justin;P;Pitcher;P
119845;Bill North;Bill;CF;Outfielder;CF
122311;Cy Slapnicka;Cy;P;Pitcher;P
113751;Bruce Edwards;Bruce;NULL;NULL;C
116576;Davey Johnson;Davey;3B;Third Base;2B
123656;Andy Varga;Andy;P;Pitcher;P
572033;Josh Phegley;Josh;NULL;NULL;C
121878;Art Schult;Art;NULL;NULL;1B
