"playerid","year","rank","playerfullname","playerusename","teamabbrev","teamname","leaguename","positionabbrev","position","primarypositionabbrev","plateappearances","totalbases","babip","walksperplateappearance","strikeoutsperplateappearance","homerunsperplateappearance","walksperstrikeout","iso","gamesplayed","runs","doubles","triples","homeruns","strikeouts","baseonballs","hits","avg","atbats","slg","rbi","numberofpitches","pitchesperplateappearance","caughtstealing","stolenbases","stolenbasepercentage","hitbypitch","obp","ops","sacbunts","groundintodoubleplay","sacflies","intentionalwalks","walkoffs","flyouts","totalswings","swingandmisses","ballsinplay","popouts","lineouts","groundouts","groundhits","catchersinterference"
119947,1922,89,"Bob O'Farrell","Bob","CHC","Chicago Cubs","NL","C","Catcher","C",481,173,".347","0.164","0.071","0.008","2.324","0.117",128,68,18,8,4,"34.0",79,127,"0.324",392,"0.441","60",NULL,NULL,"3","5","0.625","1","0.439","0.88","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116087,1922,109,"Charlie Hollocher","Charlie","CHC","Chicago Cubs","NL","SS","Shortstop","SS",692,263,".339","0.084","0.007","0.004","11.6","0.105",152,90,37,8,3,"5.0",58,201,"0.34",592,"0.444","69",NULL,NULL,"29","19","0.396","5","0.403","0.847","37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112228,1922,185,"Virgil Cheeves","Virgil","CHC","Chicago Cubs","NL","P","Pitcher","P",68,19,".267","0.029","0.235","0.015","0.125","0.097",39,6,1,1,1,"16.0",2,13,"0.21",62,"0.306","3",NULL,NULL,"1","0","0","2","0.258","0.564","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115682,1922,185,"Cliff Heathcote","Cliff","CHC","Chicago Cubs","NL","RF","Outfielder","RF",381,126,".283","0.071","0.05","0.003","1.421","0.1",110,48,13,9,1,"19.0",27,92,"0.27",341,"0.37","48",NULL,NULL,"4","5","0.556","1","0.325","0.695","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116863,1922,185,"Tony Kaufmann","Tony","CHC","Chicago Cubs","NL","P","Pitcher","P",52,16,".267","0.038","0.269","0.019","0.143","0.156",38,4,2,1,1,"14.0",2,9,"0.2",45,"0.356","4",NULL,NULL,"0","0",NULL,"0","0.234","0.59","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122698,1922,185,"Arnold Statz","Arnold","CHC","Chicago Cubs","NL","CF","Outfielder","OF",508,169,".316","0.081","0.061","0.002","1.323","0.069",110,77,19,5,1,"31.0",41,137,"0.297",462,"0.366","34",NULL,NULL,"13","16","0.552","1","0.355","0.721","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124468,1922,185,"Kettle Wirts","Kettle","CHC","Chicago Cubs","NL","C","Catcher","C",70,15,".214","0.171","0.214","0.014","0.8","0.086",31,7,2,0,1,"15.0",12,10,"0.172",58,"0.259","6",NULL,NULL,"0","0",NULL,"0","0.314","0.573","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110047,1922,271,"Sparky Adams","Sparky","CHC","Chicago Cubs","NL","2B","Second Base","2B",49,13,".268","0.082","0.061","0","1.333","0.045",11,5,0,1,0,"3.0",4,11,"0.25",44,"0.295","3",NULL,NULL,"2","1","0.333","0","0.313","0.608","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110121,1922,271,"Vic Aldridge","Vic","CHC","Chicago Cubs","NL","P","Pitcher","P",108,33,".277","0.009","0.056","0","0.167","0.07",36,8,1,3,0,"6.0",1,26,"0.26",100,"0.33","13",NULL,NULL,"0","1","1","0","0.267","0.597","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110127,1922,271,"Grover Aleander","Grover","CHC","Chicago Cubs","NL","P","Pitcher","P",95,16,".217","0.063","0.168","0","0.375","0.012",33,4,1,0,0,"16.0",6,15,"0.176",85,"0.188","11",NULL,NULL,"0","0",NULL,"0","0.231","0.419","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110552,1922,271,"Turner Barber","Turner","CHC","Chicago Cubs","NL","LF","Outfielder","LF",262,85,".323","0.115","0.034","0","3.333","0.066",84,35,7,4,0,"9.0",30,70,"0.31",226,"0.376","29",NULL,NULL,"4","7","0.636","0","0.391","0.767","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111882,1922,271,"Marty Callaghan","Marty","CHC","Chicago Cubs","NL","RF","Outfielder","LF",195,60,".285","0.087","0.087","0","1","0.086",74,31,7,4,0,"17.0",17,45,"0.257",175,"0.343","20",NULL,NULL,"3","2","0.4","1","0.326","0.669","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112720,1922,271,"Hooks Cotter","Hooks","CHC","Chicago Cubs","NL","1B","First Base","1B",1,2,"1.000","0","0","0",NULL,"1",1,0,1,0,0,"0.0",0,1,"1",1,"2","0",NULL,NULL,"0","0",NULL,"0","1","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113926,1922,271,"Uel Eubanks","Uel","CHC","Chicago Cubs","NL","P","Pitcher","P",1,2,"1.000","0","0","0",NULL,"1",2,1,1,0,0,"0.0",0,1,"1",1,"2","0",NULL,NULL,"0","0",NULL,"0","1","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114189,1922,271,"Howard Fitzgerald","Howard","CHC","Chicago Cubs","NL","RF","Outfielder","LF",28,9,".364","0.107","0.071","0","1.5","0.042",10,3,1,0,0,"2.0",3,8,"0.333",24,"0.375","4",NULL,NULL,"0","1","1","0","0.407","0.782","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114400,1922,271,"Buck Freeman","Buck","CHC","Chicago Cubs","NL","P","Pitcher","P",8,2,".167","0","0.25","0",NULL,"0.125",11,1,1,0,0,"2.0",0,1,"0.125",8,"0.25","0",NULL,NULL,"0","0",NULL,"0","0.125","0.375","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114431,1922,271,"Bernie Friberg","Bernie","CHC","Chicago Cubs","NL","RF","Outfielder","3B",343,104,".355","0.108","0.108","0","1","0.041",97,51,8,2,0,"37.0",37,92,"0.311",296,"0.351","23",NULL,NULL,"10","8","0.444","2","0.391","0.742","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114497,1922,271,"Fred Fussell","Fred","CHC","Chicago Cubs","NL","P","Pitcher","P",7,0,NULL,"0.143","0.857","0","0.167","0",3,1,0,0,0,"6.0",1,0,"0",6,"0","0",NULL,NULL,"0","0",NULL,"0","0.143","0.143","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114907,1922,271,"Walt Golvin","Walt","CHC","Chicago Cubs","NL","1B","First Base","1B",2,0,".000","0","0","0",NULL,"0",2,0,0,0,0,"0.0",0,0,"0",2,"0","1",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115049,1922,271,"George Grantham","George","CHC","Chicago Cubs","NL","3B","Third Base","2B",24,7,".200","0.042","0.125","0","0.333","0.13",7,3,1,1,0,"3.0",1,4,"0.174",23,"0.304","3",NULL,NULL,"0","2","1","0","0.208","0.512","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115572,1922,271,"Gabby Hartnett","Gabby","CHC","Chicago Cubs","NL","C","Catcher","C",82,17,".219","0.073","0.098","0","0.75","0.042",31,4,1,1,0,"8.0",6,14,"0.194",72,"0.236","4",NULL,NULL,"0","1","1","0","0.256","0.492","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116714,1922,271,"Percy Jones","Percy","CHC","Chicago Cubs","NL","P","Pitcher","P",53,4,".138","0.038","0.34","0","0.111","0",44,2,0,0,0,"18.0",2,4,"0.085",47,"0.085","3",NULL,NULL,"0","0",NULL,"0","0.122","0.207","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116894,1922,271,"Vic Keen","Vic","CHC","Chicago Cubs","NL","P","Pitcher","P",13,4,".400","0","0.154","0",NULL,"0",7,1,0,0,0,"2.0",0,4,"0.333",12,"0.333","0",NULL,NULL,"0","1","1","0","0.333","0.666","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116917,1922,271,"John Kelleher","John","CHC","Chicago Cubs","NL","3B","Third Base","3B",222,59,".279","0.068","0.063","0","1.071","0.047",63,23,7,1,0,"14.0",15,50,"0.259",193,"0.306","20",NULL,NULL,"7","5","0.417","1","0.316","0.622","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117169,1922,271,"Joe Klugmann","Joe","CHC","Chicago Cubs","NL","2B","Second Base","2B",2,0,".000","0","0","0",NULL,"0",2,0,0,0,0,"0.0",0,0,"0",2,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118180,1922,271,"George Maisel","George","CHC","Chicago Cubs","NL","CF","Outfielder","CF",98,19,".195","0.082","0.02","0","4","0.036",38,9,1,1,0,"2.0",8,16,"0.19",84,"0.226","6",NULL,NULL,"3","1","0.25","0","0.261","0.487","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118335,1922,271,"Speed Martin","Speed","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,NULL,"0.5","0.5","0","1","0",1,0,0,0,0,"1.0",1,0,"0",1,"0","0",NULL,NULL,"0","0",NULL,"0","0.5","0.5","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119405,1922,271,"Ed Morris","Ed","CHC","Chicago Cubs","NL","P","Pitcher","P",4,1,".500","0","0.5","0",NULL,"0",5,0,0,0,0,"2.0",0,1,"0.25",4,"0.25","1",NULL,NULL,"0","0",NULL,"0","0.25","0.5","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120086,1922,271,"Tiny Osborne","Tiny","CHC","Chicago Cubs","NL","P","Pitcher","P",70,11,".180","0","0.243","0",NULL,"0.03",41,6,2,0,0,"17.0",0,9,"0.134",67,"0.164","4",NULL,NULL,"0","1","1","1","0.147","0.311","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122902,1922,271,"George Stueland","George","CHC","Chicago Cubs","NL","P","Pitcher","P",33,4,".286","0.03","0.515","0","0.059","0",35,2,0,0,0,"17.0",1,4,"0.129",31,"0.129","2",NULL,NULL,"0","0",NULL,"0","0.156","0.285","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123204,1922,271,"Zeb Terry","Zeb","CHC","Chicago Cubs","NL","2B","Second Base","SS",571,170,".296","0.06","0.028","0","2.125","0.056",131,56,24,2,0,"16.0",34,142,"0.286",496,"0.343","67",NULL,NULL,"11","2","0.154","2","0.335","0.678","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124050,1922,271,"Butch Weis","Butch","CHC","Chicago Cubs","NL","OF","Outfield","OF",2,1,".500","0","0","0",NULL,"0",2,2,0,0,0,"0.0",0,1,"0.5",2,"0.5","0",NULL,NULL,"0","0",NULL,"0","0.5","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119095,1923,5,"Laurence Miller","Laurence","CHC","Chicago Cubs","NL","LF","Outfielder","LF",524,234,".296","0.052","0.074","0.038","0.692","0.181",135,74,24,2,20,"39.0",27,146,"0.301",485,"0.482","88",NULL,NULL,"5","6","0.545","4","0.343","0.825","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114431,1923,22,"Bernie Friberg","Bernie","CHC","Chicago Cubs","NL","3B","Third Base","3B",617,259,".333","0.073","0.079","0.019","0.918","0.155",146,91,27,11,12,"49.0",45,174,"0.318",547,"0.473","88",NULL,NULL,"19","13","0.406","2","0.372","0.845","23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119947,1923,22,"Bob O'Farrell","Bob","CHC","Chicago Cubs","NL","C","Catcher","C",526,213,".328","0.127","0.072","0.023","1.763","0.153",131,73,25,4,12,"38.0",67,144,"0.319",452,"0.471","84",NULL,NULL,"3","10","0.769","1","0.408","0.879","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122698,1923,29,"Arnold Statz","Arnold","CHC","Chicago Cubs","NL","CF","Outfielder","OF",722,288,".330","0.078","0.058","0.014","1.333","0.121",154,110,33,8,10,"42.0",56,209,"0.319",655,"0.44","70",NULL,NULL,"23","29","0.558","3","0.375","0.815","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115049,1923,38,"George Grantham","George","CHC","Chicago Cubs","NL","2B","Second Base","2B",665,236,".323","0.107","0.138","0.012","0.772","0.133",152,81,36,8,8,"92.0",71,160,"0.281",570,"0.414","70",NULL,NULL,"28","43","0.606","0","0.36","0.774","24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115572,1923,38,"Gabby Hartnett","Gabby","CHC","Chicago Cubs","NL","C","Catcher","C",263,102,".269","0.095","0.084","0.03","1.136","0.173",85,28,12,2,8,"22.0",25,62,"0.268",231,"0.442","39",NULL,NULL,"0","4","1","3","0.347","0.789","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116917,1923,65,"John Kelleher","John","CHC","Chicago Cubs","NL","1B","First Base","3B",213,87,".298","0.066","0.042","0.028","1.556","0.145",66,27,10,0,6,"9.0",14,59,"0.306",193,"0.451","21",NULL,NULL,"4","2","0.333","0","0.353","0.804","6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110047,1923,98,"Sparky Adams","Sparky","CHC","Chicago Cubs","NL","SS","Shortstop","2B",352,114,".290","0.074","0.028","0.011","2.6","0.077",95,40,12,0,4,"10.0",26,90,"0.289",311,"0.367","35",NULL,NULL,"19","20","0.513","1","0.346","0.713","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113802,1923,154,"Allen Elliott","Allen","CHC","Chicago Cubs","NL","1B","First Base","1B",181,60,".260","0.011","0.066","0.011","0.167","0.107",53,21,8,2,2,"12.0",2,42,"0.25",168,"0.357","29",NULL,NULL,"3","3","0.5","2","0.267","0.624","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115166,1923,154,"Ray Grimes","Ray","CHC","Chicago Cubs","NL","1B","First Base","1B",245,88,".350","0.098","0.069","0.008","1.412","0.079",64,32,7,2,2,"17.0",24,71,"0.329",216,"0.407","36",NULL,NULL,"0","5","1","2","0.401","0.808","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116863,1923,154,"Tony Kaufmann","Tony","CHC","Chicago Cubs","NL","P","Pitcher","P",83,24,".255","0.084","0.205","0.024","0.412","0.108",33,10,2,0,2,"17.0",7,16,"0.216",74,"0.324","10",NULL,NULL,"0","0",NULL,"0","0.284","0.608","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110127,1923,207,"Grover Aleander","Grover","CHC","Chicago Cubs","NL","P","Pitcher","P",119,32,".232","0.008","0.092","0.008","0.091","0.072",39,10,3,1,1,"11.0",1,24,"0.216",111,"0.288","10",NULL,NULL,"0","0",NULL,"0","0.223","0.511","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115682,1923,207,"Cliff Heathcote","Cliff","CHC","Chicago Cubs","NL","RF","Outfielder","RF",431,121,".262","0.058","0.051","0.002","1.136","0.059",117,48,14,3,1,"22.0",25,98,"0.249",393,"0.308","27",NULL,NULL,"17","32","0.653","2","0.298","0.606","11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116087,1923,207,"Charlie Hollocher","Charlie","CHC","Chicago Cubs","NL","SS","Shortstop","SS",299,110,".346","0.087","0.017","0.003","5.2","0.081",66,46,14,2,1,"5.0",26,89,"0.342",260,"0.423","28",NULL,NULL,"10","9","0.474","4","0.41","0.833","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123745,1923,207,"Otto Vogel","Otto","CHC","Chicago Cubs","NL","RF","Outfielder","OF",92,22,".232","0.076","0.12","0.011","0.636","0.062",41,10,0,1,1,"11.0",7,17,"0.21",81,"0.272","6",NULL,NULL,"3","2","0.4","3","0.297","0.569","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110121,1923,311,"Vic Aldridge","Vic","CHC","Chicago Cubs","NL","P","Pitcher","P",82,22,".292","0.073","0.073","0","1","0.042",30,5,3,0,0,"6.0",6,19,"0.268",71,"0.31","4",NULL,NULL,"0","0",NULL,"0","0.325","0.635","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110617,1923,311,"Bob Barrett","Bob","CHC","Chicago Cubs","NL","3B","Third Base","3B",3,1,".333","0","0","0",NULL,"0",3,0,0,0,0,"0.0",0,1,"0.333",3,"0.333","0",NULL,NULL,"0","0",NULL,"0","0.333","0.666","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111791,1923,311,"Guy Bush","Guy","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,"0.0",0,0,"0",0,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111882,1923,311,"Marty Callaghan","Marty","CHC","Chicago Cubs","NL","RF","Outfielder","LF",138,36,".261","0.058","0.13","0","0.444","0.054",61,18,1,3,0,"18.0",8,29,"0.225",129,"0.279","14",NULL,NULL,"5","2","0.286","1","0.275","0.554","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112228,1923,311,"Virgil Cheeves","Virgil","CHC","Chicago Cubs","NL","P","Pitcher","P",23,5,".235","0","0.261","0",NULL,"0.043",19,1,1,0,0,"6.0",0,4,"0.174",23,"0.217","1",NULL,NULL,"0","0",NULL,"0","0.174","0.391","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112517,1923,311,"Phil Collins","Phil","CHC","Chicago Cubs","NL","P","Pitcher","P",2,0,".000","0","0.5","0",NULL,"0",1,0,0,0,0,"1.0",0,0,"0",2,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113614,1923,311,"Nick Dumovich","Nick","CHC","Chicago Cubs","NL","P","Pitcher","P",32,9,".269","0.063","0.094","0","0.667","0.069",28,4,0,1,0,"3.0",2,7,"0.241",29,"0.31","0",NULL,NULL,"0","0",NULL,"1","0.313","0.623","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114497,1923,311,"Fred Fussell","Fred","CHC","Chicago Cubs","NL","P","Pitcher","P",21,5,".308","0.048","0.333","0","0.143","0.05",28,2,1,0,0,"7.0",1,4,"0.2",20,"0.25","0",NULL,NULL,"0","0",NULL,"0","0.238","0.488","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115156,1923,311,"Denver Grigsby","Denver","CHC","Chicago Cubs","NL","RF","Outfielder","LF",83,30,".313","0.084","0.06","0","1.4","0.125",24,8,5,2,0,"5.0",7,21,"0.292",72,"0.417","5",NULL,NULL,"3","1","0.25","1","0.363","0.78","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116894,1923,311,"Vic Keen","Vic","CHC","Chicago Cubs","NL","P","Pitcher","P",62,10,".216","0.016","0.258","0","0.063","0.038",35,9,2,0,0,"16.0",1,8,"0.151",53,"0.189","2",NULL,NULL,"0","0",NULL,"0","0.167","0.356","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119577,1923,311,"Tony Murray","Tony","CHC","Chicago Cubs","NL","CF","Outfielder","CF",5,1,".250","0","0","0",NULL,"0",2,0,0,0,0,"0.0",0,1,"0.25",4,"0.25","0",NULL,NULL,"0","0",NULL,"1","0.4","0.65","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120086,1923,311,"Tiny Osborne","Tiny","CHC","Chicago Cubs","NL","P","Pitcher","P",60,14,".293","0","0.317","0",NULL,"0.033",37,3,2,0,0,"19.0",0,12,"0.2",60,"0.233","3",NULL,NULL,"0","0",NULL,"0","0.2","0.433","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122700,1923,311,"Ed Stauffer","Ed","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,"0.0",0,0,"0",0,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122902,1923,311,"George Stueland","George","CHC","Chicago Cubs","NL","P","Pitcher","P",0,0,NULL,NULL,NULL,NULL,NULL,NULL,6,0,0,0,0,"0.0",0,0,"0",0,"0","0",NULL,NULL,"0","0",NULL,"0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123507,1923,311,"Pete Turgeon","Pete","CHC","Chicago Cubs","NL","SS","Shortstop","SS",6,1,".167","0","0","0",NULL,"0",3,1,0,0,0,"0.0",0,1,"0.167",6,"0.167","0",NULL,NULL,"0","0",NULL,"0","0.167","0.334","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124050,1923,311,"Butch Weis","Butch","CHC","Chicago Cubs","NL","LF","Outfielder","OF",31,7,".333","0.161","0.258","0","0.625","0.038",21,2,1,0,0,"8.0",5,6,"0.231",26,"0.269","2",NULL,NULL,"1","0","0","0","0.355","0.624","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124140,1923,311,"Rip Wheeler","Rip","CHC","Chicago Cubs","NL","P","Pitcher","P",9,1,".111","0","0","0",NULL,"0",3,0,0,0,0,"0.0",0,1,"0.111",9,"0.111","2",NULL,NULL,"0","0",NULL,"0","0.111","0.222","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124468,1923,311,"Kettle Wirts","Kettle","CHC","Chicago Cubs","NL","C","Catcher","C",7,1,".200","0.286","0","0",NULL,"0",6,2,0,0,0,"0.0",2,1,"0.2",5,"0.2","1",NULL,NULL,"0","0",NULL,"0","0.429","0.629","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115572,1924,9,"Gabby Hartnett","Gabby","CHC","Chicago Cubs","NL","C","Catcher","C",407,185,".299","0.096","0.091","0.039","1.054","0.223",111,56,17,7,16,"37.0",39,106,"0.299",354,"0.523","67",NULL,NULL,"2","10","0.833","5","0.377","0.9","9",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115049,1924,15,"George Grantham","George","CHC","Chicago Cubs","NL","2B","Second Base","2B",539,215,".345","0.102","0.117","0.022","0.873","0.143",127,85,19,6,12,"63.0",55,148,"0.316",469,"0.458","60",NULL,NULL,"21","21","0.5","2","0.39","0.848","13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110617,1924,59,"Bob Barrett","Bob","CHC","Chicago Cubs","NL","2B","Second Base","3B",144,55,".273","0.049","0.201","0.035","0.241","0.173",54,12,2,3,5,"29.0",7,32,"0.241",133,"0.414","21",NULL,NULL,"0","1","1","0","0.279","0.693","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114431,1924,59,"Bernie Friberg","Bernie","CHC","Chicago Cubs","NL","3B","Third Base","3B",587,178,".304","0.112","0.09","0.009","1.245","0.081",142,67,19,3,5,"53.0",66,138,"0.279",495,"0.36","82",NULL,NULL,"27","19","0.413","5","0.369","0.729","21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115166,1924,59,"Ray Grimes","Ray","CHC","Chicago Cubs","NL","1B","First Base","1B",211,84,".306","0.133","0.071","0.024","1.867","0.175",51,33,6,5,5,"15.0",28,53,"0.299",177,"0.475","34",NULL,NULL,"2","4","0.667","2","0.401","0.876","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112720,1924,83,"Hooks Cotter","Hooks","CHC","Chicago Cubs","NL","1B","First Base","1B",353,117,".280","0.102","0.088","0.011","1.161","0.116",98,39,16,4,4,"31.0",36,81,"0.261",310,"0.377","33",NULL,NULL,"5","3","0.375","0","0.338","0.715","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119095,1924,83,"Laurence Miller","Laurence","CHC","Chicago Cubs","NL","LF","Outfielder","LF",143,66,".345","0.056","0.077","0.028","0.727","0.168",53,17,8,1,4,"11.0",8,44,"0.336",131,"0.504","25",NULL,NULL,"0","1","1","1","0.379","0.883","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115156,1924,111,"Denver Grigsby","Denver","CHC","Chicago Cubs","NL","LF","Outfielder","LF",460,154,".332","0.067","0.102","0.007","0.66","0.075",124,58,18,2,3,"47.0",31,123,"0.299",411,"0.375","48",NULL,NULL,"19","10","0.345","6","0.357","0.732","12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
